Snapshot Date,Snapshot Month,Symbol,Sector,Industry,Archetype,Economic Sensitivity,Investor Role,Mkt Cap Cr,52W Low,CMP,52W High,Buy 20% Less,Day Chg%,1W Return %,1M Return %,Trend,Technical Setup,RSI,Vol Spike,Beta,EPS,PE,Book Value,P/B,Div Yield%,Fair Val,Rev Growth%,ROE%,ROA%,Debt/Equity,News Summary & Digest,Sentiment & Score,News Source,Strengths,Weaknesses,Quality Score,Valuation Score,Timing Score,Total Score,Buying Zone,Buy/Sell Price Range,Final Action
2026-08-31,2026-08,NHPC,Utilities,Utilities - Renewable,INDUSTRIAL_CAPEX,High,Cyclical,"₹76,583 Cr",71.62,76.72,89.22,-14.01%,2.54,0.09,-2.29,Downtrend,🟡 Consolidating,49.9,1.88,0.74,2.73,27.93,41.15,1.85,2.11,₹55,7.22,,,113.11,"31 articles, dominant topic: earnings. Nepal floods impact: Emami shares slip 4%, NHPC down 1%; what investors need to know - Upstox (mostly earnings-related coverage, no strong signal)",Neutral,"Upstox, TradingView, simplywall.st",✓ Attractive P/B (1.9x) | ✓ Good dividend yield (2.1%),✗ Weak REV GROWTH 7.2% | ✗ High debt (113.1x) | ✗ Below 200-day MA — long-term trend broken,2,24,5,31,❌ WAIT,> ₹60,WATCH
2026-08-31,2026-08,BPCL,Energy,Oil & Gas Refining & Marketing,COMMODITY_CYCLICAL,Very High,Cyclical,"₹1,35,868 Cr",266.6,324.05,391.65,-17.26%,1.5,3.9,1.34,Downtrend,🟡 Consolidating,58.5,1.61,1.38,40.91,7.77,234.37,1.36,6.29,₹327,2.64,,,54.33,"100 articles, dominant topic: earnings. BPCL Share Price - Upstox (bullish signals: record high; bearish signals: downgrade)",Bullish (3/10),"Upstox, HDFC Sky, simplywall.st",✓ Attractive PE (7.8x) | ✓ Good dividend yield (6.3%) | ✓ Bullish news signal (3/10) — positive momentum,✗ High debt (54.3x) | ✗ Below 200-day MA — long-term trend broken,3,25,5,33,🔎 INVESTIGATE WHY,₹295 – ₹327,WATCH
2026-08-31,2026-08,SCHAEFFLER,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹62,681 Cr",3518.4,4014.8,4467.7,-10.14%,-0.46,-0.14,-1.58,Uptrend,🟡 Consolidating,32.5,0.83,0.98,80.05,50.1,392.49,10.22,0.87,"₹1,601",17.69,21.64,12.27,0.78,"44 articles, dominant topic: earnings. Schaeffler India Limited Just Missed Earnings - But Analysts Have Updated Their Models - simplywall.st (bullish signals: profit rises, upgrade)",Bullish (2/10),"simplywall.st, TradingView, Univest",✓ Strong ROE 21.6% | ✓ Strong REV GROWTH 17.7% | ✓ Oversold RSI (32.5) — good entry | ✓ Bullish news signal (2/10) — positive momentum,✗ Expensive PE (50.1x) | ✗ Expensive P/B (10.2x),23,5,21,49,❌ WAIT,"> ₹1,761",HOLD
2026-08-31,2026-08,SUNDARMFIN,Financial Services,Credit Services,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹50,034 Cr",4000,4540,5642,-19.53%,-0.75,0.77,-2.69,Strong Downtrend,🟠 Volatile,56.1,4.73,1.05,201.51,22.53,1340.52,3.39,0.88,"₹2,011",16.8,,,409.16,"15 articles, dominant topic: general. Does Sundaram Finance (NSE:SUNDARMFIN) Deserve A Spot On Your Watchlist? - simplywall.st (mostly general-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, HDFC Sky",✓ Strong REV GROWTH 16.8%,✗ Below 200-day MA — long-term trend broken,6,13,3,22,❌ WAIT,"> ₹2,212",WATCH
2026-08-31,2026-08,AWL,Consumer Defensive,Packaged Foods,CONSUMER_STAPLES,Low,Defensive,"₹25,919 Cr",171.19,192.55,282.9,-31.94%,-1.9,-0.69,1.64,Downtrend,🟢 Tight Base,49.5,0.98,0.81,8.94,22.44,80.73,2.49,0.52,₹313,17.39,,,10.62,"45 articles, dominant topic: promoter_activity. Analyst Estimates: Here's What Brokers Think Of AWL Agri Business Limited (NSE:AWL) After Its First-Quarter Report - simplywall.st (bearish signals: penalty, stake sale)",Bearish (2/10),"simplywall.st, TradingView, Upstox",✓ Strong REV GROWTH 17.4% | ✓ Attractive PE (22.4x),✗ Below 200-day MA — long-term trend broken | ✗ Bearish news signal (2/10) — negative momentum,8,20,4,32,❌ WAIT,< ₹250,WATCH
2026-08-31,2026-08,AAVAS,Financial Services,Mortgage Finance,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹10,412 Cr",1060.4,1261.2,1771.9,-28.82%,-1.12,-5.62,-7.25,Downtrend,🟠 Volatile,18.9,2.08,0.9,87.42,15.02,637.79,2.06,,₹957,14.35,,,310.55,"49 articles, dominant topic: earnings. AAVAS Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: profit rises)",Bullish (2/10),"TradingView, Univest, Moneycontrol.com",✓ Deeply oversold RSI (18.9) | ✓ Bullish news signal (2/10) — positive momentum,✗ Below 200-day MA — long-term trend broken,4,15,16,35,❌ WAIT,"> ₹1,052",HOLD
2026-08-31,2026-08,RAJESHEXPO,Consumer Cyclical,Luxury Goods,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹2,281 Cr",72.63,75.93,237.88,-68.08%,-1.15,-1.76,-10.55,Strong Downtrend,🟡 Consolidating,17.5,1.03,1.15,5.72,13.51,584.26,0.13,,₹114,84.05,,,5.83,"13 articles, dominant topic: regulatory. Rajesh Exports Limited's (NSE:RAJESHEXPO) 31% Share Price Plunge Could Signal Some Risk - simplywall.st (mostly regulatory-related coverage, no strong signal)",Neutral,"simplywall.st, Business Today, Univest",✓ Strong REV GROWTH 84.0% | ✓ Attractive PE (13.5x) | ✓ Attractive P/B (0.1x) | ✓ Deeply oversold RSI (17.5),✗ High debt (5.8x) | ✗ Below 200-day MA — long-term trend broken,8,25,15,48,🔎 INVESTIGATE WHY,< ₹92,HOLD
2026-08-31,2026-08,BANDHANBNK,Financial Services,Banks - Regional,FINANCIAL_BANK,Medium,Financial,"₹27,953 Cr",134.25,163.5,220.76,-25.94%,-2.82,-5.98,-5.29,Downtrend,🟡 Consolidating,32.1,1.01,1.64,8.38,20.7,158.96,1.09,0.86,₹238,-6.18,,,,"35 articles, dominant topic: earnings. Bandhan Bank Share Price - Live NSE: BANDHANBNK Stock Price & Chart - Upstox (bearish signals: stake sale)",Neutral,"Upstox, TradingView, simplywall.st",✓ Oversold RSI (32.1) — good entry,✗ Poor REV GROWTH -6.2% | ✗ Below 200-day MA — long-term trend broken,0,18,10,28,❌ WAIT,< ₹191,WATCH
2026-08-31,2026-08,JIOFIN,Financial Services,Asset Management,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹1,60,555 Cr",223.3,241.35,321.6,-24.95%,1.24,-0.27,-5.67,Strong Downtrend,🟡 Consolidating,31.7,1.63,1.59,3.22,75.51,211.44,1.15,0.25,₹317,136.41,,,16.29,"39 articles, dominant topic: dividends. JIOFIN Forecast — Price Target — Prediction for 2027 - TradingView (mostly dividends-related coverage, no strong signal)",Neutral,"TradingView, simplywall.st, vinanet.vn",✓ Strong REV GROWTH 136.4% | ✓ Attractive P/B (1.1x) | ✓ Oversold RSI (31.7) — good entry,✗ Below 200-day MA — long-term trend broken,8,20,10,38,❌ WAIT,< ₹254,HOLD
2026-08-31,2026-08,GAIL,Utilities,Utilities - Regulated Gas,INDUSTRIAL_CAPEX,High,Cyclical,"₹1,14,729 Cr",134.36,177.5,186.87,-5.01%,3.74,2.16,-2.17,Strong Uptrend,🟢 Tight Base,54.2,1.49,1.08,15.02,11.62,135.55,1.29,3.15,₹300,-0.21,,,27.81,"68 articles, dominant topic: earnings. GAIL Share Price - Upstox (bearish signals: profit falls)",Neutral,"Upstox, simplywall.st, Business Standard",✓ Attractive PE (11.6x) | ✓ Attractive P/B (1.3x) | ✓ Good dividend yield (3.1%),✗ Poor REV GROWTH -0.2% | ✗ High debt (27.8x),0,30,13,43,🔎 INVESTIGATE WHY,< ₹240,HOLD
2026-08-31,2026-08,ONGC,Energy,Oil & Gas Integrated,COMMODITY_CYCLICAL,Very High,Cyclical,"₹2,92,127 Cr",227.65,231.8,307.5,-24.62%,-0.19,-2.01,-4.42,Strong Downtrend,🟡 Consolidating,28,0.94,0.01,34.61,6.71,295.5,0.79,6.24,₹277,-0.6,,,42.55,"100 articles, dominant topic: earnings. Oil and Natural Gas Corporation Limited (NSE:ONGC) Looks Interesting, And It's About To Pay A Dividend - simplywall.st (bullish signals: outperform, profit rises, record high)",Bullish (8/10),"simplywall.st, AD HOC NEWS, scanx.trade",✓ Attractive PE (6.7x) | ✓ Attractive P/B (0.8x) | ✓ Good dividend yield (6.2%) | ✓ Deeply oversold RSI (28.0),✗ High debt (42.5x) | ✗ Poor REV GROWTH -0.6% | ✗ Below 200-day MA — long-term trend broken,0,30,19,49,🔎 INVESTIGATE WHY,₹222 – ₹249,HOLD
2026-08-31,2026-08,LT,Industrials,Engineering & Construction,INDUSTRIAL_CAPEX,High,Cyclical,"₹5,55,589 Cr",3288.1,4044.9,4440,-8.90%,-0.02,-1.1,2.69,Strong Uptrend,🟢 Tight Base,51.1,1.13,1.43,120.69,33.46,794.47,5.08,0.94,"₹2,414",11.81,,,97.64,"34 articles, dominant topic: dividends. TCS Share Price - Upstox (bullish signals: order win)",Neutral,"Upstox, simplywall.st, TradingView",,✗ High debt (97.6x) | ✗ Expensive P/B (5.1x),5,8,13,26,❌ WAIT,"> ₹2,655",WATCH
2026-08-31,2026-08,SBICARD,Financial Services,Credit Services,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹61,952 Cr",565.45,644.75,965,-33.19%,0.58,-0.85,-2.33,Downtrend,🟠 Volatile,48,8.54,1.22,23.88,27.26,165.18,3.94,0.38,₹248,9.53,,,280.21,"33 articles, dominant topic: earnings. SBICARD Forecast — Price Target — Prediction for 2027 - TradingView (mostly earnings-related coverage, no strong signal)",Neutral,"TradingView, Univest, Upstox",,✗ Below 200-day MA — long-term trend broken,2,8,5,15,❌ WAIT,> ₹273,AVOID
2026-08-31,2026-08,DABUR,Consumer Defensive,Household & Personal Products,CONSUMER_STAPLES,Low,Defensive,"₹70,080 Cr",392.15,381,577,-33.97%,-1.3,-4.38,-9.6,Strong Downtrend,🟡 Consolidating,6.3,1.78,0.98,11.12,35.53,64.38,6.14,2.07,₹389,5.18,,,10.91,"52 articles, dominant topic: earnings. Earnings Update: Dabur India Limited (NSE:DABUR) Just Reported Its Yearly Results And Analysts Are Updating Their Forecasts - simplywall.st (bullish signals: profit rises; bearish signals: downgrade)",Neutral,"simplywall.st, Upstox, Business Standard",✓ Deeply oversold RSI (6.3),✗ Below 200-day MA — long-term trend broken,3,20,15,38,❌ WAIT,₹350 – ₹389,HOLD
2026-08-31,2026-08,ARE&M,Industrials,Electrical Equipment & Parts,INDUSTRIAL_CAPEX,High,Cyclical,"₹16,854 Cr",670,892.65,1057.85,-15.62%,-3.11,-3.27,-1.96,Uptrend,🟡 Consolidating,13.8,0.6,1.02,50.22,18.34,442.5,2.08,1.15,"₹1,004",7.62,,,5.01,"10 articles, dominant topic: dividends. Should You Be Adding Amara Raja Energy & Mobility (NSE:ARE&M) To Your Watchlist Today? - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, Upstox",✓ Attractive PE (18.3x) | ✓ Deeply oversold RSI (13.8),✗ Weak REV GROWTH 7.6% | ✗ High debt (5.0x),2,25,25,52,🔎 INVESTIGATE WHY,₹804 – ₹904,ACCUMULATE
2026-08-31,2026-08,NTPC,Utilities,Utilities - Regulated Electric,INDUSTRIAL_CAPEX,High,Cyclical,"₹3,24,450 Cr",315.55,327.4,414.4,-20.99%,-0.8,-3.56,-5.72,Strong Downtrend,🟡 Consolidating,31.9,1.84,0.54,32.69,10.24,209.44,1.6,3.69,₹654,-1.2,,,118.13,"100 articles, dominant topic: earnings. NTPCGREEN Share Price Today - NTPC Green Energy on NSE/BSE - scanx.trade (bullish signals: profit rises; bearish signals: penalty)",Neutral,"scanx.trade, Upstox, ETLegalWorld.com",✓ Attractive PE (10.2x) | ✓ Attractive P/B (1.6x) | ✓ Good dividend yield (3.7%) | ✓ Oversold RSI (31.9) — good entry,✗ Poor REV GROWTH -1.2% | ✗ High debt (118.1x) | ✗ Below 200-day MA — long-term trend broken,0,30,10,40,🔎 INVESTIGATE WHY,< ₹523,HOLD
2026-08-31,2026-08,OIL,Energy,Oil & Gas Integrated,COMMODITY_CYCLICAL,Very High,Cyclical,"₹76,312 Cr",384.6,483.15,531,-9.01%,0.06,1.29,5.35,Uptrend,🟡 Consolidating,58.3,1.6,-0.23,51.38,9.13,356.62,1.32,2.77,₹411,4.41,,,58.74,"100 articles, dominant topic: dividends. Indian Oil Share Price - Live NSE: IOC Stock Price & Chart - Upstox (bullish signals: record high, upgrade)",Bullish (3/10),"Upstox, The Hindu, Reuters",✓ Bullish news signal (3/10) — positive momentum,✗ High debt (58.7x),3,20,15,38,🔎 INVESTIGATE WHY,> ₹452,HOLD
2026-08-31,2026-08,JSWSTEEL,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹3,27,335 Cr",1022.3,1307.7,1341,-2.48%,-2.04,-1.45,2.97,Strong Uptrend,🟡 Consolidating,56.9,1.14,1.16,100.87,13.29,409.91,3.27,0.53,₹807,9.28,,,95.37,"46 articles, dominant topic: earnings. We Think That There Are Issues Underlying JSW Steel's (NSE:JSWSTEEL) Earnings - simplywall.st (bullish signals: expansion plan, upgrade)",Bullish (2/10),"simplywall.st, TradingView, vinanet.vn",✓ Bullish news signal (2/10) — positive momentum,✗ High debt (95.4x) | ✗ Expensive P/B (3.3x),3,6,14,23,❌ WAIT,> ₹888,WATCH
2026-08-31,2026-08,EQUITASBNK,Financial Services,Banks - Regional,FINANCIAL_BANK,Medium,Financial,"₹8,586 Cr",50,73.97,83.9,-11.84%,0.09,-1.37,-1.65,Uptrend,🔵 Pullback,46.6,0.64,1.3,4.46,16.83,53.56,1.4,,₹80,5.64,,,94.25,"17 articles, dominant topic: general. Equitas Small Finance Bank Limited's (NSE:EQUITASBNK) latest 7.3% decline adds to one-year losses, institutional investors may consider drastic measures - simplywall.st (bearish signals: downgrade)",Neutral,"simplywall.st, TradingView, vinanet.vn",,,4,15,15,34,❌ WAIT,₹72 – ₹80,WATCH
2026-08-31,2026-08,PVRINOX,Communication Services,Entertainment,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹12,088 Cr",907.4,1207.7,1284.5,-5.98%,-1.08,-1.96,6.82,Strong Uptrend,🟡 Consolidating,63.1,0.89,0.84,28.11,43.79,750.52,1.64,,₹562,16.8,,,91.87,"31 articles, dominant topic: earnings. PVR INOX (NSE:PVRINOX shareholders incur further losses as stock declines 7.7% this week, taking three-year losses to 43% - simplywall.st (bullish signals: buy rating)",Neutral,"simplywall.st, TradingView, CNBC TV18",✓ Strong REV GROWTH 16.8% | ✓ Attractive P/B (1.6x),✗ High debt (91.9x) | ✗ Expensive PE (43.8x),8,9,10,27,❌ WAIT,> ₹618,WATCH
2026-08-31,2026-08,CLEAN,Basic Materials,Specialty Chemicals,QUALITY_GROWTH,Medium,Long-term Growth,"₹8,735 Cr",652,822.85,1217.9,-32.44%,-1.63,-0.65,12.1,Uptrend,🟡 Consolidating,54.2,0.42,1.11,21.95,37.44,148.94,5.52,0.72,₹549,-0.79,,,0.14,"85 articles, dominant topic: earnings. Should Income Investors Look At Clean Science and Technology Limited (NSE:CLEAN) Before Its Ex-Dividend? - simplywall.st (bearish signals: downgrade, stake sale)",Bearish (2/10),"simplywall.st, Upstox, TradingView",,✗ Poor REV GROWTH -0.8% | ✗ Bearish news signal (2/10) — negative momentum,5,11,12,28,❌ WAIT,> ₹604,WATCH
2026-08-31,2026-08,CUB,Financial Services,Banks - Regional,FINANCIAL_BANK,Medium,Financial,"₹21,956 Cr",145.125,229.19,245.38,-6.60%,3.13,8.01,10.99,Strong Uptrend,🟡 Consolidating,62.1,1.78,1.15,14.13,15.68,106.64,2.08,0.94,₹160,20.26,,,,"43 articles, dominant topic: earnings. Do City Union Bank's (NSE:CUB) Earnings Warrant Your Attention? - simplywall.st (bullish signals: profit rises)",Neutral,"simplywall.st, Upstox, NiftyTrader",✓ Strong REV GROWTH 20.3%,,10,13,10,33,❌ WAIT,> ₹176,WATCH
2026-08-31,2026-08,COALINDIA,Energy,Thermal Coal,COMMODITY_CYCLICAL,Very High,Cyclical,"₹2,48,974 Cr",368.65,401.75,491.25,-18.22%,0.19,-1.27,-2.99,Strong Downtrend,🟡 Consolidating,33.7,1.01,0.2,50.78,7.96,193.28,2.09,5.16,₹406,0.07,,,11.63,"49 articles, dominant topic: dividends. Income Investors Should Know That Coal India Limited (NSE:COALINDIA) Goes Ex-Dividend Soon - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, Upstox",✓ Attractive PE (8.0x) | ✓ Good dividend yield (5.2%) | ✓ Oversold RSI (33.7) — good entry,✗ High debt (11.6x) | ✗ Below 200-day MA — long-term trend broken,3,20,10,33,🔎 INVESTIGATE WHY,₹366 – ₹406,WATCH
2026-08-31,2026-08,POWERGRID,Utilities,Utilities - Regulated Electric,INDUSTRIAL_CAPEX,High,Cyclical,"₹2,46,652 Cr",250,263.55,324.95,-18.90%,-0.94,-2.89,-7.28,Strong Downtrend,🟡 Consolidating,43,1.35,0.45,20.43,12.98,108.05,2.45,4.62,₹409,1.57,,,150.81,"30 articles, dominant topic: dividends. Power Grid Corp Share Price - Live NSE: POWERGRID Stock Price & Chart - Upstox (mostly dividends-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, scanx.trade",✓ Attractive PE (13.0x) | ✓ Good dividend yield (4.6%),✗ Poor REV GROWTH 1.6% | ✗ High debt (150.8x) | ✗ Below 200-day MA — long-term trend broken,0,27,5,32,🔎 INVESTIGATE WHY,< ₹327,WATCH
2026-08-31,2026-08,SWSOLAR,Technology,Solar,QUALITY_GROWTH,Medium,Long-term Growth,"₹4,603 Cr",148,189.33,281.7,-32.79%,-3.09,-1.11,-7.17,Downtrend,🟡 Consolidating,32,1.34,1.82,-12.29,,27.82,7.08,,,19.77,,,182.95,"10 articles, dominant topic: earnings. Sterling And Wilson Renewable Energy Limited Actuals & Estimates (NSE:SWSOLAR) - TradingView (mostly earnings-related coverage, no strong signal)",Neutral,"TradingView, simplywall.st, Upstox",✓ Strong REV GROWTH 19.8% | ✓ Oversold RSI (32.0) — good entry,✗ High debt (182.9x) | ✗ Below 200-day MA — long-term trend broken,8,4,10,22,❌ WAIT,,WATCH
2026-08-31,2026-08,HMAAGRO,Consumer Defensive,Packaged Foods,CONSUMER_STAPLES,Low,Defensive,"₹1,059 Cr",20,20.98,34.24,-38.73%,0.05,-1.41,2.24,Strong Downtrend,🟡 Consolidating,41.3,1.22,0.97,4.28,4.94,18.9,1.12,1.37,₹150,34.75,,,88.32,"26 articles, dominant topic: earnings. There May Be Underlying Issues With The Quality Of HMA Agro Industries' (NSE:HMAAGRO) Earnings - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, Goodreturns, vinanet.vn",✓ Strong REV GROWTH 34.8% | ✓ Attractive PE (4.9x),✗ Below 200-day MA — long-term trend broken,8,20,5,33,🔎 INVESTIGATE WHY,< ₹120,WATCH
2026-08-31,2026-08,SUZLON,Industrials,Specialty Industrial Machinery,INDUSTRIAL_CAPEX,High,Cyclical,"₹64,262 Cr",38.19,47.52,61.5,-22.73%,1.56,1,-1.02,Downtrend,🟡 Consolidating,50.1,1.4,1.3,2.29,20.41,7.11,6.57,,₹46,53.73,39.37,,2.81,"100 articles, dominant topic: earnings. Suzlon Energy vs IREDA: Which Is A Better Renewable Energy Stock? MCap, Roe, Dividend Comparison - Goodreturns (bearish signals: penalty, profit falls)",Bearish (3/10),"Goodreturns, scanx.trade, simplywall.st",✓ Strong ROE 39.4% | ✓ Strong REV GROWTH 53.7%,✗ High debt (2.8x) | ✗ Expensive P/B (6.6x) | ✗ Below 200-day MA — long-term trend broken,23,13,1,37,❌ WAIT,₹46 – ₹50,HOLD
2026-08-31,2026-08,BECTORFOOD,Consumer Defensive,Packaged Foods,CONSUMER_STAPLES,Low,Defensive,"₹7,702 Cr",165,226.91,299,-24.11%,-2.56,-11.81,9.91,Uptrend,🟡 Consolidating,40,0.51,1.17,4.84,51.84,41.28,6.08,0.47,₹169,9.98,,,15.01,"15 articles, dominant topic: general. BECTORFOOD Forecast — Price Target — Prediction for 2027 - TradingView (mostly general-related coverage, no strong signal)",Neutral,"TradingView, simplywall.st, vinanet.vn",,,3,5,15,23,❌ WAIT,> ₹186,WATCH
2026-08-31,2026-08,CAMPUS,Consumer Cyclical,Footwear & Accessories,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹6,911 Cr",215.2,226.19,297,-23.84%,0.02,-1.03,1.73,Downtrend,🟡 Consolidating,67.4,0.47,0.67,5.04,44.86,29.66,7.62,0.66,₹101,11.37,,,26.06,"38 articles, dominant topic: earnings. Campus Activewear Limited (NSE:CAMPUS) Looks Interesting, And It's About To Pay A Dividend - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, Business Standard, TradingView",✓ Strong REV GROWTH 11.4%,✗ High debt (26.1x) | ✗ Expensive PE (44.9x) | ✗ Expensive P/B (7.6x),6,5,0,11,❌ WAIT,> ₹111,AVOID
2026-08-31,2026-08,TITAGARH,Industrials,Railroads,INDUSTRIAL_CAPEX,High,Cyclical,"₹11,116 Cr",568.7,818.1,971,-15.75%,-2.07,-2.77,-0.86,Uptrend,🔵 Pullback,41.5,0.88,1.51,14.56,56.69,180.68,4.57,0.12,₹291,-17.63,,,25.36,"54 articles, dominant topic: earnings. Time To Worry? Analysts Are Downgrading Their Titagarh Rail Systems Limited (NSE:TITAGARH) Outlook - simplywall.st (bullish signals: order win, record high)",Bullish (2/10),"simplywall.st, Goodreturns, Business Standard",✓ Bullish news signal (2/10) — positive momentum,✗ Poor REV GROWTH -17.6% | ✗ High debt (25.4x) | ✗ Expensive PE (56.7x),0,4,16,20,❌ WAIT,> ₹320,WATCH
2026-08-31,2026-08,MAXHEALTH,Healthcare,Medical Care Facilities,QUALITY_GROWTH,Medium,Long-term Growth,"₹98,885 Cr",903,1042.1,1221.9,-14.71%,2.76,5.21,-5.13,Downtrend,🟡 Consolidating,50.6,0.84,0.72,14.96,67.91,110.43,9.2,0.2,₹374,19.03,,,32.37,"42 articles, dominant topic: dividends. Three Days Left Until Max Healthcare Institute Limited (NSE:MAXHEALTH) Trades Ex-Dividend - simplywall.st (bullish signals: record high)",Neutral,"simplywall.st, Upstox, vinanet.vn",✓ Strong REV GROWTH 19.0%,✗ High debt (32.4x) | ✗ Expensive PE (67.9x) | ✗ Expensive P/B (9.2x),8,3,3,14,❌ WAIT,> ₹411,AVOID
2026-08-31,2026-08,JINDALSAW,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹19,677 Cr",153,309.65,316.95,-2.30%,0.34,7.8,20.51,Strong Uptrend,🔴 Extended,72.3,0.81,1.12,10.24,30.14,197.33,1.56,0.65,₹82,-13.79,,,38.19,"13 articles, dominant topic: dividends. Jindal Saw Share Price - Live NSE: JINDALSAW Stock Price & Chart - Upstox (mostly dividends-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, TradingView",,✗ High debt (38.2x) | ✗ Poor REV GROWTH -13.8% | ✗ Expensive PE (30.1x),0,6,10,16,❌ WAIT,> ₹90,AVOID
2026-08-31,2026-08,KEI,Industrials,Electrical Equipment & Parts,INDUSTRIAL_CAPEX,High,Cyclical,"₹52,963 Cr",3728.7,5740.3,5899,-2.69%,3.06,4.48,14.83,Strong Uptrend,🟡 Consolidating,54.2,0.56,1.16,103.94,53.3,697.18,7.95,0.08,"₹2,079",20.66,,,3.8,"58 articles, dominant topic: earnings. KEI Industries Share Price - Upstox (bullish signals: order win)",Neutral,"Upstox, simplywall.st, Moneycontrol.com",✓ Strong REV GROWTH 20.7%,✗ High debt (3.8x) | ✗ Expensive PE (53.3x) | ✗ Expensive P/B (8.0x),10,4,13,27,❌ WAIT,"> ₹2,287",WATCH
2026-08-31,2026-08,JINDALSTEL,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹1,19,596 Cr",943.3,1192.9,1306.2,-8.67%,1.16,3.82,8.4,Uptrend,🟡 Consolidating,77.6,0.94,1.11,26.66,44.09,500.34,2.35,0.17,₹213,5.52,,,43.61,"31 articles, dominant topic: earnings. Jindal Steel Limited Just Beat Revenue Estimates By 12% - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, Upstox, vinanet.vn",,✗ High debt (43.6x) | ✗ Expensive PE (44.1x) | ✗ Overbought RSI (77.6) — wait,3,6,10,19,❌ WAIT,> ₹235,AVOID
2026-08-31,2026-08,RUSHIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,₹492 Cr,12.49,16.4,33.99,-51.75%,-2.32,-3.3,-4.82,Strong Downtrend,🟡 Consolidating,42,0.39,1.2,0.78,21.51,21.87,0.77,0.29,₹16,-3.98,,,39.93,"34 articles, dominant topic: corporate_actions. Rushil Decor Share Price Target 2027, 2028 and 2030: Long Term Analyst Forecast - Univest (mostly corporate_actions-related coverage, no strong signal)",Neutral,"Univest, Moneycontrol.com, Equitypandit",✓ Attractive P/B (0.8x),✗ Poor REV GROWTH -4.0% | ✗ High debt (39.9x) | ✗ Below 200-day MA — long-term trend broken,0,19,5,24,❌ WAIT,₹16 – ₹17,WATCH
2026-08-31,2026-08,NUVAMA,Financial Services,Asset Management,FINANCIAL_CAPITAL_MARKETS,High,Market-sensitive,"₹33,251 Cr",1096.9,1753.6,2066,-15.12%,-2.85,0.21,-2.78,Uptrend,🟡 Consolidating,58.5,0.52,1.25,58.34,30.94,226.45,7.97,1.55,"₹1,167",6.73,,,282.32,"74 articles, dominant topic: regulatory. NSE Issues Warning Letters to Nuvama Subsidiary for Periodical Submission Observations - scanx.trade (bullish signals: profit rises; bearish signals: downgrade, penalty)",Bearish (3/10),"scanx.trade, Business Standard, Moneycontrol.com",,✗ Bearish news signal (3/10) — negative momentum,2,13,11,26,❌ WAIT,"> ₹1,283",WATCH
2026-08-31,2026-08,GREENPANEL,Basic Materials,Lumber & Wood Production,COMMODITY_CYCLICAL,Very High,Cyclical,"₹1,917 Cr",155.01,156.58,333.8,-53.09%,-2.78,-0.97,-18.88,Strong Downtrend,🟡 Consolidating,18.9,0.45,1.21,0.55,284.25,110.57,1.41,0.32,₹4,7.77,,,27.3,"24 articles, dominant topic: earnings. GREENPANEL Forecast — Price Target — Prediction for 2027 - TradingView (bearish signals: profit falls)",Neutral,"TradingView, simplywall.st, Univest",✓ Deeply oversold RSI (18.9),✗ High debt (27.3x) | ✗ Expensive PE (284.2x) | ✗ Below 200-day MA — long-term trend broken,3,11,15,29,❌ WAIT,> ₹5,WATCH
2026-08-31,2026-08,HDFCMOMENT,,,DEFAULT,,,,27.13,31.33,33.23,-5.72%,-1.2,0.19,1.69,Strong Uptrend,🟢 Tight Base,49.8,1.19,1.06,,25.67,,,,₹24,,,,,No recent news found,Neutral,google_news_rss,,,0,10,15,25,❌ WAIT,> ₹27,WATCH
